"JKV_TÍPUS","SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","MEGYEKÓD","MEGYE","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_BÉLYEGZÉS_NÉLKÜLI","URNÁBAN_LEBÉLYEGZETT","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA","SZAVAZAT"
,"08070002T",38417,,,,,,,,,,,,,"EGYÜTT-PM",8
,"08070002T",38417,,,,,,,,,,,,,"SMS",1
,"08070002T",38417,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08070003F",38418,"08","GYŐR-MOSON-SOPRON","070","Hegyeshalom",3,813,205,0,205,0,0,205,,
,"08070003T",38418,,,,,,,,,,,,,"FIDESZ-KDNP",130
,"08070003T",38418,,,,,,,,,,,,,"MSZP",22
,"08070003T",38418,,,,,,,,,,,,,"JOBBIK",20
,"08070003T",38418,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",12
,"08070003T",38418,,,,,,,,,,,,,"EGYÜTT-PM",10
,"08070003T",38418,,,,,,,,,,,,,"LMP",9
,"08070003T",38418,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08070003T",38418,,,,,,,,,,,,,"SMS",1
"Belföldi","08071001F",40930,"08","GYŐR-MOSON-SOPRON","071","Hegykő",1,1164,442,0,442,0,2,440,,
,"08071001T",40930,,,,,,,,,,,,,"FIDESZ-KDNP",325
,"08071001T",40930,,,,,,,,,,,,,"JOBBIK",65
,"08071001T",40930,,,,,,,,,,,,,"MSZP",21
,"08071001T",40930,,,,,,,,,,,,,"EGYÜTT-PM",12
,"08071001T",40930,,,,,,,,,,,,,"LMP",7
,"08071001T",40930,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",7
,"08071001T",40930,,,,,,,,,,,,,"A HAZA NEM ELADÓ",3
,"08071001T",40930,,,,,,,,,,,,,"SMS",0
"Belföldi","08072001F",38419,"08","GYŐR-MOSON-SOPRON","072","Hédervár",1,954,216,0,216,0,0,216,,
,"08072001T",38419,,,,,,,,,,,,,"FIDESZ-KDNP",104
,"08072001T",38419,,,,,,,,,,,,,"JOBBIK",45
,"08072001T",38419,,,,,,,,,,,,,"MSZP",34
,"08072001T",38419,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",14
,"08072001T",38419,,,,,,,,,,,,,"LMP",11
,"08072001T",38419,,,,,,,,,,,,,"EGYÜTT-PM",8
,"08072001T",38419,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"08072001T",38419,,,,,,,,,,,,,"SMS",0
"Belföldi","08073001F",40931,"08","GYŐR-MOSON-SOPRON","073","Hidegség",1,303,118,0,118,0,0,118,,
,"08073001T",40931,,,,,,,,,,,,,"FIDESZ-KDNP",72
,"08073001T",40931,,,,,,,,,,,,,"JOBBIK",22
,"08073001T",40931,,,,,,,,,,,,,"MSZP",9
,"08073001T",40931,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",6
,"08073001T",40931,,,,,,,,,,,,,"LMP",5
,"08073001T",40931,,,,,,,,,,,,,"EGYÜTT-PM",4
,"08073001T",40931,,,,,,,,,,,,,"SMS",0
,"08073001T",40931,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08074001F",37359,"08","GYŐR-MOSON-SOPRON","074","Himod",1,551,187,0,187,0,1,186,,
,"08074001T",37359,,,,,,,,,,,,,"FIDESZ-KDNP",136
,"08074001T",37359,,,,,,,,,,,,,"JOBBIK",24
,"08074001T",37359,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",12
,"08074001T",37359,,,,,,,,,,,,,"MSZP",10
,"08074001T",37359,,,,,,,,,,,,,"LMP",3
,"08074001T",37359,,,,,,,,,,,,,"EGYÜTT-PM",1
,"08074001T",37359,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"08074001T",37359,,,,,,,,,,,,,"SMS",0
"Belföldi","08075001F",37360,"08","GYŐR-MOSON-SOPRON","075","Hövej",1,253,118,0,118,0,0,118,,
,"08075001T",37360,,,,,,,,,,,,,"FIDESZ-KDNP",82
,"08075001T",37360,,,,,,,,,,,,,"JOBBIK",29
,"08075001T",37360,,,,,,,,,,,,,"EGYÜTT-PM",3
,"08075001T",37360,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",2
,"08075001T",37360,,,,,,,,,,,,,"MSZP",2
,"08075001T",37360,,,,,,,,,,,,,"SMS",0
,"08075001T",37360,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"08075001T",37360,,,,,,,,,,,,,"LMP",0
"Belföldi","08076001F",37361,"08","GYŐR-MOSON-SOPRON","076","Ikrény",1,772,155,0,155,0,1,154,,
,"08076001T",37361,,,,,,,,,,,,,"FIDESZ-KDNP",82
,"08076001T",37361,,,,,,,,,,,,,"JOBBIK",30
,"08076001T",37361,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",12
,"08076001T",37361,,,,,,,,,,,,,"MSZP",11
,"08076001T",37361,,,,,,,,,,,,,"LMP",11
,"08076001T",37361,,,,,,,,,,,,,"EGYÜTT-PM",6
,"08076001T",37361,,,,,,,,,,,,,"SMS",1
,"08076001T",37361,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","08076002F",37362,"08","GYŐR-MOSON-SOPRON","076","Ikrény",2,666,161,0,161,0,0,161,,
,"08076002T",37362,,,,,,,,,,,,,"FIDESZ-KDNP",96
,"08076002T",37362,,,,,,,,,,,,,"JOBBIK",31
,"08076002T",37362,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",10
,"08076002T",37362,,,,,,,,,,,,,"MSZP",10
,"08076002T",37362,,,,,,,,,,,,,"LMP",9
,"08076002T",37362,,,,,,,,,,,,,"EGYÜTT-PM",5
,"08076002T",37362,,,,,,,,,,,,,"SMS",0
,"08076002T",37362,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08077001F",37363,"08","GYŐR-MOSON-SOPRON","077","Iván",1,1027,268,0,268,0,0,268,,
,"08077001T",37363,,,,,,,,,,,,,"FIDESZ-KDNP",128
,"08077001T",37363,,,,,,,,,,,,,"JOBBIK",99
,"08077001T",37363,,,,,,,,,,,,,"MSZP",21
,"08077001T",37363,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",10
,"08077001T",37363,,,,,,,,,,,,,"EGYÜTT-PM",8
,"08077001T",37363,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08077001T",37363,,,,,,,,,,,,,"LMP",1
,"08077001T",37363,,,,,,,,,,,,,"SMS",0
"Belföldi","08078001F",38420,"08","GYŐR-MOSON-SOPRON","078","Jánossomorja",1,825,174,0,174,0,1,173,,
,"08078001T",38420,,,,,,,,,,,,,"FIDESZ-KDNP",118
,"08078001T",38420,,,,,,,,,,,,,"JOBBIK",22
,"08078001T",38420,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",15
,"08078001T",38420,,,,,,,,,,,,,"MSZP",9
,"08078001T",38420,,,,,,,,,,,,,"LMP",6
,"08078001T",38420,,,,,,,,,,,,,"EGYÜTT-PM",2
,"08078001T",38420,,,,,,,,,,,,,"SMS",1
,"08078001T",38420,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08078002F",38421,"08","GYŐR-MOSON-SOPRON","078","Jánossomorja",2,852,159,0,159,0,1,158,,
,"08078002T",38421,,,,,,,,,,,,,"FIDESZ-KDNP",97
,"08078002T",38421,,,,,,,,,,,,,"JOBBIK",23
,"08078002T",38421,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",20
,"08078002T",38421,,,,,,,,,,,,,"MSZP",10
,"08078002T",38421,,,,,,,,,,,,,"LMP",5
,"08078002T",38421,,,,,,,,,,,,,"EGYÜTT-PM",3
,"08078002T",38421,,,,,,,,,,,,,"SMS",0
,"08078002T",38421,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08078003F",38422,"08","GYŐR-MOSON-SOPRON","078","Jánossomorja",3,752,155,0,155,0,0,155,,
,"08078003T",38422,,,,,,,,,,,,,"FIDESZ-KDNP",80
,"08078003T",38422,,,,,,,,,,,,,"JOBBIK",25
,"08078003T",38422,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",19
,"08078003T",38422,,,,,,,,,,,,,"MSZP",18
,"08078003T",38422,,,,,,,,,,,,,"LMP",7
,"08078003T",38422,,,,,,,,,,,,,"EGYÜTT-PM",5
,"08078003T",38422,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08078003T",38422,,,,,,,,,,,,,"SMS",0
"Belföldi","08078004F",38423,"08","GYŐR-MOSON-SOPRON","078","Jánossomorja",4,864,179,0,179,0,0,179,,
,"08078004T",38423,,,,,,,,,,,,,"FIDESZ-KDNP",83
,"08078004T",38423,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",32
,"08078004T",38423,,,,,,,,,,,,,"JOBBIK",29
,"08078004T",38423,,,,,,,,,,,,,"MSZP",17
,"08078004T",38423,,,,,,,,,,,,,"EGYÜTT-PM",10
,"08078004T",38423,,,,,,,,,,,,,"LMP",7
,"08078004T",38423,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08078004T",38423,,,,,,,,,,,,,"SMS",0
"Belföldi","08078005F",38424,"08","GYŐR-MOSON-SOPRON","078","Jánossomorja",5,800,167,0,167,0,0,167,,
,"08078005T",38424,,,,,,,,,,,,,"FIDESZ-KDNP",104
,"08078005T",38424,,,,,,,,,,,,,"JOBBIK",22
,"08078005T",38424,,,,,,,,,,,,,"MSZP",22
,"08078005T",38424,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",8
,"08078005T",38424,,,,,,,,,,,,,"EGYÜTT-PM",6
,"08078005T",38424,,,,,,,,,,,,,"LMP",4
,"08078005T",38424,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08078005T",38424,,,,,,,,,,,,,"SMS",0
"Belföldi","08078006F",38425,"08","GYŐR-MOSON-SOPRON","078","Jánossomorja",6,642,109,0,109,0,0,109,,
,"08078006T",38425,,,,,,,,,,,,,"FIDESZ-KDNP",60
,"08078006T",38425,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",18
,"08078006T",38425,,,,,,,,,,,,,"MSZP",13
,"08078006T",38425,,,,,,,,,,,,,"EGYÜTT-PM",8
,"08078006T",38425,,,,,,,,,,,,,"JOBBIK",7
,"08078006T",38425,,,,,,,,,,,,,"LMP",2
,"08078006T",38425,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08078006T",38425,,,,,,,,,,,,,"SMS",0
"Belföldi","08078007F",38426,"08","GYŐR-MOSON-SOPRON","078","Jánossomorja",7,204,20,0,20,0,0,20,,
,"08078007T",38426,,,,,,,,,,,,,"FIDESZ-KDNP",17
,"08078007T",38426,,,,,,,,,,,,,"JOBBIK",2
,"08078007T",38426,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"08078007T",38426,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"08078007T",38426,,,,,,,,,,,,,"EGYÜTT-PM",0
,"08078007T",38426,,,,,,,,,,,,,"SMS",0
,"08078007T",38426,,,,,,,,,,,,,"MSZP",0
,"08078007T",38426,,,,,,,,,,,,,"LMP",0
"Belföldi","08079001F",37460,"08","GYŐR-MOSON-SOPRON","079","Jobaháza",1,457,115,0,115,0,2,113,,
,"08079001T",37460,,,,,,,,,,,,,"FIDESZ-KDNP",77
,"08079001T",37460,,,,,,,,,,,,,"JOBBIK",15
,"08079001T",37460,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",11
,"08079001T",37460,,,,,,,,,,,,,"MSZP",6
,"08079001T",37460,,,,,,,,,,,,,"EGYÜTT-PM",2
,"08079001T",37460,,,,,,,,,,,,,"LMP",2
,"08079001T",37460,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"08079001T",37460,,,,,,,,,,,,,"SMS",0
"Belföldi","08080001F",38482,"08","GYŐR-MOSON-SOPRON","080","Kajárpéc",1,697,190,0,190,0,0,190,,
,"08080001T",38482,,,,,,,,,,,,,"FIDESZ-KDNP",131
,"08080001T",38482,,,,,,,,,,,,,"JOBBIK",33
,"08080001T",38482,,,,,,,,,,,,,"MSZP",9
,"08080001T",38482,,,,,,,,,,,,,"EGYÜTT-PM",6
,"08080001T",38482,,,,,,,,,,,,,"LMP",5
,"08080001T",38482,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"08080001T",38482,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"08080001T",38482,,,,,,,,,,,,,"SMS",1
"Belföldi","08080002F",38483,"08","GYŐR-MOSON-SOPRON","080","Kajárpéc",2,390,114,0,114,0,1,113,,
,"08080002T",38483,,,,,,,,,,,,,"FIDESZ-KDNP",89
,"08080002T",38483,,,,,,,,,,,,,"JOBBIK",7
,"08080002T",38483,,,,,,,,,,,,,"LMP",5
,"08080002T",38483,,,,,,,,,,,,,"MSZP",5
,"08080002T",38483,,,,,,,,,,,,,"EGYÜTT-PM",4
,"08080002T",38483,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"08080002T",38483,,,,,,,,,,,,,"SMS",0
,"08080002T",38483,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08081001F",37586,"08","GYŐR-MOSON-SOPRON","081","Kapuvár",1,158,55,0,55,0,0,55,,
,"08081001T",37586,,,,,,,,,,,,,"FIDESZ-KDNP",32
,"08081001T",37586,,,,,,,,,,,,,"JOBBIK",10
,"08081001T",37586,,,,,,,,,,,,,"MSZP",9
,"08081001T",37586,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"08081001T",37586,,,,,,,,,,,,,"LMP",1
,"08081001T",37586,,,,,,,,,,,,,"SMS",0
,"08081001T",37586,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"08081001T",37586,,,,,,,,,,,,,"EGYÜTT-PM",0
"Belföldi","08081002F",37587,"08","GYŐR-MOSON-SOPRON","081","Kapuvár",2,1157,415,0,415,0,2,413,,
,"08081002T",37587,,,,,,,,,,,,,"FIDESZ-KDNP",273
,"08081002T",37587,,,,,,,,,,,,,"JOBBIK",62
,"08081002T",37587,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",34
,"08081002T",37587,,,,,,,,,,,,,"MSZP",25
,"08081002T",37587,,,,,,,,,,,,,"EGYÜTT-PM",12
,"08081002T",37587,,,,,,,,,,,,,"LMP",6
,"08081002T",37587,,,,,,,,,,,,,"SMS",1
,"08081002T",37587,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08081003F",37588,"08","GYŐR-MOSON-SOPRON","081","Kapuvár",3,1094,342,0,342,0,3,339,,
,"08081003T",37588,,,,,,,,,,,,,"FIDESZ-KDNP",179
,"08081003T",37588,,,,,,,,,,,,,"JOBBIK",49
,"08081003T",37588,,,,,,,,,,,,,"MSZP",48
,"08081003T",37588,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",36
,"08081003T",37588,,,,,,,,,,,,,"EGYÜTT-PM",13
,"08081003T",37588,,,,,,,,,,,,,"LMP",12
,"08081003T",37588,,,,,,,,,,,,,"SMS",2
,"08081003T",37588,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08081004F",37740,"08","GYŐR-MOSON-SOPRON","081","Kapuvár",4,995,371,0,371,0,0,371,,
,"08081004T",37740,,,,,,,,,,,,,"FIDESZ-KDNP",258
,"08081004T",37740,,,,,,,,,,,,,"JOBBIK",45
,"08081004T",37740,,,,,,,,,,,,,"MSZP",30
,"08081004T",37740,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",21
,"08081004T",37740,,,,,,,,,,,,,"EGYÜTT-PM",7
,"08081004T",37740,,,,,,,,,,,,,"SMS",5
,"08081004T",37740,,,,,,,,,,,,,"LMP",4
,"08081004T",37740,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","08081005F",37741,"08","GYŐR-MOSON-SOPRON","081","Kapuvár",5,1057,318,0,318,0,1,317,,
,"08081005T",37741,,,,,,,,,,,,,"FIDESZ-KDNP",201
,"08081005T",37741,,,,,,,,,,,,,"JOBBIK",54
,"08081005T",37741,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",22
,"08081005T",37741,,,,,,,,,,,,,"MSZP",22
,"08081005T",37741,,,,,,,,,,,,,"EGYÜTT-PM",11
,"08081005T",37741,,,,,,,,,,,,,"LMP",6
,"08081005T",37741,,,,,,,,,,,,,"SMS",1
,"08081005T",37741,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08081006F",37742,"08","GYŐR-MOSON-SOPRON","081","Kapuvár",6,1089,323,0,323,0,0,323,,
,"08081006T",37742,,,,,,,,,,,,,"FIDESZ-KDNP",195
,"08081006T",37742,,,,,,,,,,,,,"JOBBIK",53
,"08081006T",37742,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",29
,"08081006T",37742,,,,,,,,,,,,,"MSZP",27
,"08081006T",37742,,,,,,,,,,,,,"EGYÜTT-PM",16
,"08081006T",37742,,,,,,,,,,,,,"LMP",3
,"08081006T",37742,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"08081006T",37742,,,,,,,,,,,,,"SMS",0
"Belföldi","08081007F",37743,"08","GYŐR-MOSON-SOPRON","081","Kapuvár",7,1009,312,0,312,0,0,312,,
,"08081007T",37743,,,,,,,,,,,,,"FIDESZ-KDNP",207
,"08081007T",37743,,,,,,,,,,,,,"JOBBIK",65
,"08081007T",37743,,,,,,,,,,,,,"MSZP",14
,"08081007T",37743,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",9
,"08081007T",37743,,,,,,,,,,,,,"LMP",8
,"08081007T",37743,,,,,,,,,,,,,"EGYÜTT-PM",8
,"08081007T",37743,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08081007T",37743,,,,,,,,,,,,,"SMS",0
"Belföldi","08081008F",37744,"08","GYŐR-MOSON-SOPRON","081","Kapuvár",8,1089,386,0,386,0,1,385,,
,"08081008T",37744,,,,,,,,,,,,,"FIDESZ-KDNP",270
,"08081008T",37744,,,,,,,,,,,,,"JOBBIK",62
,"08081008T",37744,,,,,,,,,,,,,"MSZP",19
,"08081008T",37744,,,,,,,,,,,,,"LMP",14
,"08081008T",37744,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",13
,"08081008T",37744,,,,,,,,,,,,,"EGYÜTT-PM",5
,"08081008T",37744,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08081008T",37744,,,,,,,,,,,,,"SMS",1
"Belföldi","08081009F",37745,"08","GYŐR-MOSON-SOPRON","081","Kapuvár",9,904,239,0,239,0,0,239,,
,"08081009T",37745,,,,,,,,,,,,,"FIDESZ-KDNP",164
,"08081009T",37745,,,,,,,,,,,,,"JOBBIK",33
,"08081009T",37745,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",20
,"08081009T",37745,,,,,,,,,,,,,"MSZP",15
,"08081009T",37745,,,,,,,,,,,,,"EGYÜTT-PM",4
,"08081009T",37745,,,,,,,,,,,,,"LMP",2
,"08081009T",37745,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08081009T",37745,,,,,,,,,,,,,"SMS",0
"Belföldi","08082001F",38427,"08","GYŐR-MOSON-SOPRON","082","Kimle",1,682,159,0,159,0,0,159,,
,"08082001T",38427,,,,,,,,,,,,,"FIDESZ-KDNP",97
,"08082001T",38427,,,,,,,,,,,,,"MSZP",19
,"08082001T",38427,,,,,,,,,,,,,"JOBBIK",14
,"08082001T",38427,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",12
,"08082001T",38427,,,,,,,,,,,,,"LMP",9
,"08082001T",38427,,,,,,,,,,,,,"EGYÜTT-PM",7
,"08082001T",38427,,,,,,,,,,,,,"SMS",1
,"08082001T",38427,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08082002F",38428,"08","GYŐR-MOSON-SOPRON","082","Kimle",2,934,165,0,165,0,1,164,,
,"08082002T",38428,,,,,,,,,,,,,"FIDESZ-KDNP",95
,"08082002T",38428,,,,,,,,,,,,,"JOBBIK",24
,"08082002T",38428,,,,,,,,,,,,,"MSZP",21
,"08082002T",38428,,,,,,,,,,,,,"EGYÜTT-PM",10
,"08082002T",38428,,,,,,,,,,,,,"LMP",7
,"08082002T",38428,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"08082002T",38428,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08082002T",38428,,,,,,,,,,,,,"SMS",1
"Belföldi","08082003F",38429,"08","GYŐR-MOSON-SOPRON","082","Kimle",3,202,35,0,35,0,1,34,,
,"08082003T",38429,,,,,,,,,,,,,"FIDESZ-KDNP",17
,"08082003T",38429,,,,,,,,,,,,,"JOBBIK",8
,"08082003T",38429,,,,,,,,,,,,,"LMP",3
,"08082003T",38429,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"08082003T",38429,,,,,,,,,,,,,"SMS",1
,"08082003T",38429,,,,,,,,,,,,,"EGYÜTT-PM",1
,"08082003T",38429,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08082003T",38429,,,,,,,,,,,,,"MSZP",0
"Belföldi","08083001F",37746,"08","GYŐR-MOSON-SOPRON","083","Kisbabot",1,174,78,0,78,0,0,78,,
,"08083001T",37746,,,,,,,,,,,,,"FIDESZ-KDNP",59
,"08083001T",37746,,,,,,,,,,,,,"JOBBIK",10
,"08083001T",37746,,,,,,,,,,,,,"MSZP",3
,"08083001T",37746,,,,,,,,,,,,,"LMP",2
,"08083001T",37746,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",2
,"08083001T",37746,,,,,,,,,,,,,"EGYÜTT-PM",1
,"08083001T",37746,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"08083001T",37746,,,,,,,,,,,,,"SMS",0
"Belföldi","08084001F",37441,"08","GYŐR-MOSON-SOPRON","084","Kisbajcs",1,703,216,0,216,0,1,215,,
,"08084001T",37441,,,,,,,,,,,,,"FIDESZ-KDNP",138
,"08084001T",37441,,,,,,,,,,,,,"JOBBIK",25
,"08084001T",37441,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",17
,"08084001T",37441,,,,,,,,,,,,,"MSZP",14
,"08084001T",37441,,,,,,,,,,,,,"EGYÜTT-PM",12
,"08084001T",37441,,,,,,,,,,,,,"LMP",8
,"08084001T",37441,,,,,,,,,,,,,"SMS",1
,"08084001T",37441,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08085001F",38430,"08","GYŐR-MOSON-SOPRON","085","Kisbodak",1,295,93,0,93,0,0,93,,
,"08085001T",38430,,,,,,,,,,,,,"FIDESZ-KDNP",59
,"08085001T",38430,,,,,,,,,,,,,"JOBBIK",16
,"08085001T",38430,,,,,,,,,,,,,"MSZP",6
,"08085001T",38430,,,,,,,,,,,,,"EGYÜTT-PM",4
,"08085001T",38430,,,,,,,,,,,,,"LMP",4
,"08085001T",38430,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",3
,"08085001T",38430,,,,,,,,,,,,,"SMS",1
,"08085001T",38430,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08086001F",37747,"08","GYŐR-MOSON-SOPRON","086","Kisfalud",1,623,217,0,217,0,1,216,,
,"08086001T",37747,,,,,,,,,,,,,"FIDESZ-KDNP",169
,"08086001T",37747,,,,,,,,,,,,,"JOBBIK",18
,"08086001T",37747,,,,,,,,,,,,,"MSZP",12
,"08086001T",37747,,,,,,,,,,,,,"EGYÜTT-PM",7
,"08086001T",37747,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"08086001T",37747,,,,,,,,,,,,,"LMP",3
,"08086001T",37747,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"08086001T",37747,,,,,,,,,,,,,"SMS",1
"Belföldi","08087001F",37748,"08","GYŐR-MOSON-SOPRON","087","Koroncó",1,795,174,0,174,0,0,174,,
,"08087001T",37748,,,,,,,,,,,,,"FIDESZ-KDNP",107
,"08087001T",37748,,,,,,,,,,,,,"JOBBIK",35
,"08087001T",37748,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",12
,"08087001T",37748,,,,,,,,,,,,,"MSZP",9
,"08087001T",37748,,,,,,,,,,,,,"LMP",8
,"08087001T",37748,,,,,,,,,,,,,"EGYÜTT-PM",2
,"08087001T",37748,,,,,,,,,,,,,"SMS",1
,"08087001T",37748,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08087002F",37749,"08","GYŐR-MOSON-SOPRON","087","Koroncó",2,851,166,0,166,0,2,164,,
,"08087002T",37749,,,,,,,,,,,,,"FIDESZ-KDNP",106
,"08087002T",37749,,,,,,,,,,,,,"JOBBIK",21
,"08087002T",37749,,,,,,,,,,,,,"MSZP",16
,"08087002T",37749,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",9
,"08087002T",37749,,,,,,,,,,,,,"LMP",8
,"08087002T",37749,,,,,,,,,,,,,"EGYÜTT-PM",3
,"08087002T",37749,,,,,,,,,,,,,"SMS",1
,"08087002T",37749,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08088001F",37750,"08","GYŐR-MOSON-SOPRON","088","Kóny",1,1100,311,0,311,0,0,311,,
,"08088001T",37750,,,,,,,,,,,,,"FIDESZ-KDNP",203
,"08088001T",37750,,,,,,,,,,,,,"JOBBIK",41
,"08088001T",37750,,,,,,,,,,,,,"MSZP",31
,"08088001T",37750,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",22
,"08088001T",37750,,,,,,,,,,,,,"LMP",6
,"08088001T",37750,,,,,,,,,,,,,"EGYÜTT-PM",5
,"08088001T",37750,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"08088001T",37750,,,,,,,,,,,,,"SMS",1
"Belföldi","08088002F",37751,"08","GYŐR-MOSON-SOPRON","088","Kóny",2,1091,310,0,310,0,2,308,,
,"08088002T",37751,,,,,,,,,,,,,"FIDESZ-KDNP",215
,"08088002T",37751,,,,,,,,,,,,,"JOBBIK",44
,"08088002T",37751,,,,,,,,,,,,,"MSZP",24
,"08088002T",37751,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",10
,"08088002T",37751,,,,,,,,,,,,,"LMP",8
,"08088002T",37751,,,,,,,,,,,,,"EGYÜTT-PM",6
,"08088002T",37751,,,,,,,,,,,,,"SMS",1
,"08088002T",37751,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","08089001F",40932,"08","GYŐR-MOSON-SOPRON","089","Kópháza",1,889,295,0,295,0,8,287,,
,"08089001T",40932,,,,,,,,,,,,,"FIDESZ-KDNP",210
,"08089001T",40932,,,,,,,,,,,,,"JOBBIK",22
,"08089001T",40932,,,,,,,,,,,,,"MSZP",16
,"08089001T",40932,,,,,,,,,,,,,"LMP",16
,"08089001T",40932,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",13
,"08089001T",40932,,,,,,,,,,,,,"EGYÜTT-PM",10
,"08089001T",40932,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
