"SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","'LISTÁS'","MEGYEKÓD","MEGYE","OEVK","SZÉKHELY","SZH_KER","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_LEVŐ","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA_TÍPUS","LISTA","SZAVAZAT","NEMZ_VÁLASZTÓPOLGÁR","NEMZ_MEGJELENTEK","NEMZ_URNÁBAN_LÉVŐ","NEMZ_ELTÉRÉS","NEMZ_ÉRVÉNYTELEN"
"06003001T",234981,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",128,,,,,
"06003001T",234981,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",32,,,,,
"06003001T",234981,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",7,,,,,
"06003001T",234981,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"06003001T",234981,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"06003001T",234981,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI ROMÁNOK ORSZÁGOS ÖNKORMÁNYZATA",2,5,4,4,0,2
"06003002F",234983,"Listás","06","CSONGRÁD-CSANÁD","04","Hódmezővásárhely",,"003","Apátfalva","002",765,471,471,0,4,467,,,,,,,,
"06003002T",234983,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",292,,,,,
"06003002T",234983,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",124,,,,,
"06003002T",234983,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",35,,,,,
"06003002T",234983,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",4,,,,,
"06003002T",234983,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"06003002T",234983,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"06003002T",234983,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI ROMÁNOK ORSZÁGOS ÖNKORMÁNYZATA",7,15,9,9,0,2
"06003003F",234985,"Listás","06","CSONGRÁD-CSANÁD","04","Hódmezővásárhely",,"003","Apátfalva","003",853,520,519,0,14,505,,,,,,,,
"06003003T",234985,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",305,,,,,
"06003003T",234985,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",122,,,,,
"06003003T",234985,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",50,,,,,
"06003003T",234985,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",12,,,,,
"06003003T",234985,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"06003003T",234985,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"06003003T",234985,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI ROMÁNOK ORSZÁGOS ÖNKORMÁNYZATA",14,20,16,16,0,2
"06004001F",234987,"Listás","06","CSONGRÁD-CSANÁD","03","Szentes",,"004","Árpádhalom","001",355,255,255,0,0,255,,,,,,,,
"06004001T",234987,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",155,,,,,
"06004001T",234987,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",69,,,,,
"06004001T",234987,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",18,,,,,
"06004001T",234987,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",8,,,,,
"06004001T",234987,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",5,,,,,
"06004001T",234987,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"06005001F",234989,"Listás","06","CSONGRÁD-CSANÁD","02","Szeged",,"005","Ásotthalom","001",730,475,475,0,11,464,,,,,,,,
"06005001T",234989,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",198,,,,,
"06005001T",234989,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",156,,,,,
"06005001T",234989,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",96,,,,,
"06005001T",234989,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",12,,,,,
"06005001T",234989,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"06005001T",234989,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"06005002F",234991,"Listás","06","CSONGRÁD-CSANÁD","02","Szeged",,"005","Ásotthalom","002",776,515,515,0,11,504,,,,,,,,
"06005002T",234991,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",229,,,,,
"06005002T",234991,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",159,,,,,
"06005002T",234991,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",101,,,,,
"06005002T",234991,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",11,,,,,
"06005002T",234991,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"06005002T",234991,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"06005003F",234993,"Listás","06","CSONGRÁD-CSANÁD","02","Szeged",,"005","Ásotthalom","003",709,485,485,0,12,473,,,,,,,,
"06005003T",234993,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",219,,,,,
"06005003T",234993,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",133,,,,,
"06005003T",234993,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",109,,,,,
"06005003T",234993,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",7,,,,,
"06005003T",234993,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"06005003T",234993,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"06005004F",234995,"Listás","06","CSONGRÁD-CSANÁD","02","Szeged",,"005","Ásotthalom","004",450,222,222,0,4,218,,,,,,,,
"06005004T",234995,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",123,,,,,
"06005004T",234995,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",65,,,,,
"06005004T",234995,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",25,,,,,
"06005004T",234995,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",4,,,,,
"06005004T",234995,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"06005004T",234995,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"06005005F",234997,"Listás","06","CSONGRÁD-CSANÁD","02","Szeged",,"005","Ásotthalom","005",444,248,248,0,4,244,,,,,,,,
"06005005T",234997,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",133,,,,,
"06005005T",234997,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",63,,,,,
"06005005T",234997,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",42,,,,,
"06005005T",234997,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",5,,,,,
"06005005T",234997,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"06005005T",234997,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"06006001F",234999,"Listás","06","CSONGRÁD-CSANÁD","03","Szentes",,"006","Baks","001",798,451,451,0,5,446,,,,,,,,
"06006001T",234999,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",247,,,,,
"06006001T",234999,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",160,,,,,
"06006001T",234999,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",25,,,,,
"06006001T",234999,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",10,,,,,
"06006001T",234999,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"06006001T",234999,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"06006002F",235001,"Listás","06","CSONGRÁD-CSANÁD","03","Szentes",,"006","Baks","002",719,402,401,0,8,393,,,,,,,,
"06006002T",235001,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",261,,,,,
"06006002T",235001,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",100,,,,,
"06006002T",235001,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",19,,,,,
"06006002T",235001,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",7,,,,,
"06006002T",235001,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",4,,,,,
"06006002T",235001,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"06007001F",235003,"Listás","06","CSONGRÁD-CSANÁD","03","Szentes",,"007","Balástya","001",725,486,486,0,6,480,,,,,,,,
"06007001T",235003,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",297,,,,,
"06007001T",235003,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",116,,,,,
"06007001T",235003,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",36,,,,,
"06007001T",235003,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",20,,,,,
"06007001T",235003,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",6,,,,,
"06007001T",235003,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",5,,,,,
"06007002F",235005,"Listás","06","CSONGRÁD-CSANÁD","03","Szentes",,"007","Balástya","002",710,542,541,0,5,536,,,,,,,,
"06007002T",235005,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",282,,,,,
"06007002T",235005,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",181,,,,,
"06007002T",235005,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",49,,,,,
"06007002T",235005,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",13,,,,,
"06007002T",235005,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",9,,,,,
"06007002T",235005,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"06007003F",235007,"Listás","06","CSONGRÁD-CSANÁD","03","Szentes",,"007","Balástya","003",707,384,383,0,4,379,,,,,,,,
"06007003T",235007,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",250,,,,,
"06007003T",235007,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",76,,,,,
"06007003T",235007,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",34,,,,,
"06007003T",235007,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",13,,,,,
"06007003T",235007,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",4,,,,,
"06007003T",235007,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"06007003T",235007,,,,,,,,,,,,,,,,"Nemzetiségi","SZERB ORSZÁGOS ÖNKORMÁNYZAT",0,1,0,0,0,0
"06007004F",235009,"Listás","06","CSONGRÁD-CSANÁD","03","Szentes",,"007","Balástya","004",520,319,319,0,3,316,,,,,,,,
"06007004T",235009,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",221,,,,,
"06007004T",235009,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",47,,,,,
"06007004T",235009,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",30,,,,,
"06007004T",235009,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",9,,,,,
"06007004T",235009,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",7,,,,,
"06007004T",235009,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"06008001F",235011,"Listás","06","CSONGRÁD-CSANÁD","02","Szeged",,"008","Bordány","001",871,614,614,0,7,607,,,,,,,,
"06008001T",235011,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",316,,,,,
"06008001T",235011,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",201,,,,,
"06008001T",235011,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",58,,,,,
"06008001T",235011,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",16,,,,,
"06008001T",235011,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",11,,,,,
"06008001T",235011,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",5,,,,,
"06008002F",235013,"Listás","06","CSONGRÁD-CSANÁD","02","Szeged",,"008","Bordány","002",864,619,619,0,3,616,,,,,,,,
"06008002T",235013,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",359,,,,,
"06008002T",235013,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",185,,,,,
"06008002T",235013,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",44,,,,,
"06008002T",235013,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",17,,,,,
"06008002T",235013,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",7,,,,,
"06008002T",235013,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"06008003F",235015,"Listás","06","CSONGRÁD-CSANÁD","02","Szeged",,"008","Bordány","003",867,516,516,0,1,515,,,,,,,,
"06008003T",235015,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",317,,,,,
"06008003T",235015,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",99,,,,,
"06008003T",235015,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",72,,,,,
"06008003T",235015,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",15,,,,,
"06008003T",235015,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",7,,,,,
"06008003T",235015,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",5,,,,,
"06009001F",235017,"Listás","06","CSONGRÁD-CSANÁD","04","Hódmezővásárhely",,"009","Csanádalberti","001",348,225,225,0,0,225,,,,,,,,
"06009001T",235017,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",150,,,,,
"06009001T",235017,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",56,,,,,
"06009001T",235017,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",10,,,,,
"06009001T",235017,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",7,,,,,
"06009001T",235017,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"06009001T",235017,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"06010001F",235019,"Listás","06","CSONGRÁD-CSANÁD","04","Hódmezővásárhely",,"010","Csanádpalota","001",737,479,479,0,6,473,,,,,,,,
"06010001T",235019,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",268,,,,,
"06010001T",235019,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",136,,,,,
"06010001T",235019,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",41,,,,,
"06010001T",235019,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",14,,,,,
"06010001T",235019,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"06010001T",235019,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"06010001T",235019,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI ROMÁNOK ORSZÁGOS ÖNKORMÁNYZATA",10,11,10,10,0,0
"06010002F",235021,"Listás","06","CSONGRÁD-CSANÁD","04","Hódmezővásárhely",,"010","Csanádpalota","002",765,518,518,0,6,512,,,,,,,,
"06010002T",235021,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",291,,,,,
"06010002T",235021,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",157,,,,,
"06010002T",235021,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",41,,,,,
"06010002T",235021,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",12,,,,,
"06010002T",235021,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",6,,,,,
"06010002T",235021,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"06010002T",235021,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI ROMÁNOK ORSZÁGOS ÖNKORMÁNYZATA",2,4,2,2,0,0
"06010003F",235023,"Listás","06","CSONGRÁD-CSANÁD","04","Hódmezővásárhely",,"010","Csanádpalota","003",718,447,447,0,7,440,,,,,,,,
"06010003T",235023,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",289,,,,,
"06010003T",235023,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",98,,,,,
"06010003T",235023,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",36,,,,,
"06010003T",235023,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",10,,,,,
"06010003T",235023,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"06010003T",235023,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"06010003T",235023,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI ROMÁNOK ORSZÁGOS ÖNKORMÁNYZATA",2,6,2,2,0,0
"06011001F",235025,"Listás","06","CSONGRÁD-CSANÁD","03","Szentes",,"011","Csanytelek","001",667,404,404,0,3,401,,,,,,,,
"06011001T",235025,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",265,,,,,
"06011001T",235025,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",112,,,,,
"06011001T",235025,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",17,,,,,
"06011001T",235025,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",3,,,,,
"06011001T",235025,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"06011001T",235025,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"06011002F",235027,"Listás","06","CSONGRÁD-CSANÁD","03","Szentes",,"011","Csanytelek","002",707,464,464,0,5,459,,,,,,,,
"06011002T",235027,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",288,,,,,
"06011002T",235027,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",141,,,,,
